Property_ID,Neighborhood,Year_Built,Number_of_Bedrooms,Property_Size,Sold_Year,Number_of_Bathrooms,Property_Type,Price,Address
5157,University,2016,6,2179,2016,6,Flat,395060,98 Lab Street
5158,University,1956,5,1663,2012,5,Flat,307820,63 Seminar Terrace
5159,University,1950,6,1687,2018,6,Flat,326180,144 Seminar Terrace
5160,University,2011,3,1333,2011,3,Terraced,244950,116 College Road
5161,Old Town,1921,4,1874,2020,4,Bungalow,247400,111 Chapel Walk
5162,New Development,1967,4,1792,2017,4,Detached,292960,50 Dahlia Court
5163,Old Town,1907,3,1454,2015,3,Detached,190400,171 Old Forge Lane
5164,University,1959,5,1700,2021,5,Flat,245000,144 Varsity Place
5165,Old Town,1964,3,1332,2022,3,Detached,178200,121 Butcher’s Row
5166,New Development,1935,5,1544,2019,5,Bungalow,275720,65 Lavender Park
5167,Old Town,1970,2,1017,2014,2,Bungalow,131700,20 School House Lane
5168,New Development,1988,3,1508,2021,3,Terraced,241040,177 Poppy Crescent
5169,New Development,1928,5,2255,2015,5,Terraced,368150,86 Blossom Rise
5170,New Development,1964,3,1605,2020,3,Bungalow,253650,132 Aspen Gardens
5171,University,1955,3,1448,2014,3,Terraced,247720,104 Exam Square
5172,University,1981,5,2019,2018,5,Flat,357660,188 Academic Crescent
5173,Old Town,1903,5,2119,2011,5,Terraced,286900,100 Church Road
5174,University,1983,1,734,2019,1,Terraced,117760,15 Chancellor Road
5175,New Development,2009,3,1179,2015,3,Flat,198270,148 Primrose Avenue
5176,University,1971,4,1297,2021,3,Bungalow,236580,110 Alumni Grove
5177,New Development,1990,3,1432,2013,3,Bungalow,231160,15 Willow Heights
5178,University,1949,3,1614,2012,2,Semi-detached,282100,141 Chancellor Road
5179,University,1938,5,2131,2021,5,Flat,373340,135 Research Boulevard
5180,Old Town,1934,3,1017,2014,3,Bungalow,146700,189 Cobbler’s Alley
5181,City Centre,1924,6,2044,2011,6,Semi-detached,396600,48 George Square
5182,City Centre,2016,3,1270,2016,3,Detached,235500,162 Cathedral Row
5183,University,1977,6,1643,2016,6,Semi-detached,320020,187 Academic Crescent
5184,University,1943,4,1325,2021,4,Flat,245500,118 Dean’s View
5185,Old Town,1946,5,1891,2010,5,Bungalow,264100,92 Bell Tower Street
5186,City Centre,1939,3,1339,2011,3,Detached,245850,20 George Square
5187,New Development,1930,6,1904,2012,6,Flat,337520,81 Silverleaf Way
5188,University,1968,6,1773,2019,6,Flat,338220,78 Library Lane
5189,City Centre,1980,6,2558,2022,6,Bungalow,473700,25 College Crescent
5190,City Centre,2020,2,962,2021,2,Flat,174300,168 Prince’s Gate
5191,University,1973,1,688,2016,1,Semi-detached,104440,66 Library Lane
5192,City Centre,1942,4,1491,2013,4,Flat,283650,26 George Square
5193,University,1954,3,1184,2021,2,Flat,205760,38 Lab Street
5194,New Development,1915,2,1130,2017,2,Detached,176900,83 Rosehip Road
5195,University,2011,3,1168,2017,2,Flat,203520,106 Lab Street
5196,Old Town,1967,3,1327,2010,3,Detached,177700,93 Cross Keys Way
5197,University,2018,5,1902,2018,5,Detached,360300,90 Faculty Court
5198,University,1968,5,1413,2010,5,Detached,272820,173 Freshers Row
5199,University,1941,5,1960,2022,5,Bungalow,349400,59 Research Boulevard
5200,Old Town,2009,2,846,2022,2,Flat,114600,36 Pillory Hill
5201,City Centre,1940,3,1395,2016,3,Bungalow,254250,10 George Square
5202,University,1949,1,641,2022,1,Terraced,104740,137 Varsity Place
5203,New Development,1983,4,1704,2013,4,Detached,281520,42 Magnolia Row
5204,University,1905,5,1793,2021,5,Flat,326020,10 Lecture Hall Lane
5205,University,1974,5,1731,2017,5,Bungalow,317340,3 Professor’s Close
5206,University,1952,3,1332,2021,2,Bungalow,226480,81 Dean’s View
5207,University,1916,3,1079,2017,3,Detached,196060,55 Library Lane
5208,City Centre,2004,2,993,2018,2,Semi-detached,178950,28 Crown Street
5209,University,1956,2,1078,2020,2,Bungalow,180920,78 Study Mews
5210,Old Town,1966,5,2161,2015,5,Detached,291100,107 Chapel Walk
5211,University,1915,3,1231,2016,3,Bungalow,217340,1 Research Boulevard
5212,New Development,1951,1,684,2016,1,Semi-detached,103920,146 Cedar Crescent
5213,New Development,1999,4,1302,2014,3,Bungalow,224260,49 Birch Grove
5214,University,1989,3,1187,2016,3,Flat,211180,44 Faculty Court
5215,University,1987,3,1066,2018,3,Flat,194240,12 Professor’s Close
5216,Old Town,2017,6,2332,2021,6,Semi-detached,323200,162 Friar’s Court
5217,Old Town,2010,2,1084,2021,2,Semi-detached,138400,132 The Old Yard
5218,University,1933,4,1509,2020,4,Flat,286350,165 Library Lane
5219,City Centre,1983,5,1635,2013,4,Detached,315250,45 Bridge Street
5220,New Development,1980,3,1346,2022,3,Detached,219980,4 Ivy Boulevard
5221,University,2014,5,1683,2014,5,Bungalow,310620,69 Exam Square
5222,University,1919,3,1401,2017,3,Bungalow,241140,19 Academic Crescent
5223,Old Town,1979,5,2384,2016,5,Flat,313400,149 The Green
5224,Old Town,1955,4,1423,2015,4,Terraced,202300,164 Butcher’s Row
5225,City Centre,1950,2,926,2016,2,Semi-detached,168900,184 Crown Street
5226,University,1952,4,1308,2021,4,Bungalow,256200,75 Exam Square
5227,New Development,1948,6,2244,2012,6,Semi-detached,381720,17 Ivy Boulevard
5228,Old Town,1903,1,704,2015,1,Semi-detached,85400,37 Chapel Walk
5229,University,1917,2,973,2019,2,Terraced,166220,105 Professor’s Close
5230,Old Town,1935,4,1603,2016,4,Bungalow,220300,52 The Old Yard
5231,Old Town,2016,6,1887,2016,6,Bungalow,278700,192 Old Forge Lane
5232,Old Town,1934,1,617,2022,1,Detached,76700,80 Manor Row
5233,City Centre,1929,6,1972,2022,6,Detached,385800,135 Crown Street
5234,University,2017,3,1013,2017,3,Detached,186820,19 Faculty Court
5235,University,1962,3,1167,2012,3,Terraced,208380,178 Campus Avenue
5236,City Centre,1981,5,1977,2011,5,Detached,371550,101 Prince’s Gate
5237,City Centre,1920,2,1006,2022,2,Detached,180900,143 King Street
5238,University,1951,3,1034,2016,3,Semi-detached,189760,7 Academic Crescent
5239,New Development,1995,6,2515,2013,6,Bungalow,416950,191 Silverleaf Way
5240,Old Town,1968,2,981,2011,2,Semi-detached,128100,23 School House Lane
5241,University,1940,3,1105,2022,3,Flat,199700,157 Library Lane
5242,University,1953,5,1809,2017,5,Semi-detached,346350,81 Academic Crescent
5243,University,1986,4,1483,2011,4,Semi-detached,267620,25 Lab Street
5244,Old Town,1929,5,1683,2015,5,Bungalow,243300,48 Town Gate
5245,University,1990,1,741,2013,1,Flat,118740,8 Study Mews
5246,City Centre,1955,3,1134,2018,3,Flat,215100,165 Market Lane
5247,University,1978,1,709,2014,1,Terraced,107170,48 Study Mews
5248,City Centre,1940,1,633,2013,1,Semi-detached,109950,33 Exchange Place
5249,New Development,1913,6,2189,2017,6,Terraced,374570,170 Rosehip Road
5250,Old Town,1920,2,1027,2012,2,Terraced,132700,77 Chapel Walk
5251,City Centre,2019,6,2280,2022,6,Bungalow,432000,24 Exchange Place
5252,University,1997,3,1312,2018,3,Flat,228680,152 Research Boulevard
5253,City Centre,1989,1,688,2017,1,Flat,118200,117 Parliament Street
5254,City Centre,1924,4,1387,2021,4,Semi-detached,268050,84 High Street
5255,Old Town,1949,1,647,2021,1,Detached,79700,123 Abbey Lane
5256,New Development,2008,4,1660,2017,4,Semi-detached,275800,101 Poppy Crescent
5257,New Development,1994,6,1822,2019,6,Detached,326860,132 Lavender Park
5258,University,1952,6,1753,2014,6,Semi-detached,335420,36 Research Boulevard
5259,University,1947,2,1143,2010,1,Semi-detached,196450,87 Campus Avenue
5260,Old Town,1969,1,687,2020,1,Semi-detached,83700,98 Heritage Close
5261,New Development,1947,5,2059,2019,5,Bungalow,342670,84 Maple Drive
5262,University,1903,6,2462,2022,6,Flat,434680,14 Library Lane
5263,New Development,1923,6,2215,2018,5,Terraced,372950,186 Cedar Crescent
5264,University,2005,2,962,2011,2,Detached,164680,2 Chancellor Road
5265,New Development,1930,4,1528,2010,4,Detached,258640,22 Juniper Walk
5266,University,1982,2,1161,2015,2,Flat,192540,48 Professor’s Close
5267,New Development,1974,1,672,2010,1,Semi-detached,102360,119 Chestnut Mews
5268,New Development,1928,3,1326,2019,3,Detached,217380,113 Maple Drive
5269,City Centre,1904,3,1402,2019,3,Flat,255300,192 Bridge Street
5270,University,1981,4,1650,2022,4,Terraced,291000,121 Campus Avenue
5271,University,1966,6,2525,2019,5,Terraced,438500,125 Academic Crescent
5272,City Centre,2003,4,1523,2016,4,Bungalow,288450,80 King Street
5273,University,1974,6,2402,2016,5,Detached,445300,149 Seminar Terrace
5274,New Development,1984,6,1662,2022,6,Flat,306060,114 Aspen Gardens
5275,New Development,1993,3,1502,2010,3,Bungalow,240260,119 Aspen Gardens
5276,New Development,1982,4,1825,2019,3,Detached,292250,72 Ivy Boulevard
5277,City Centre,1952,2,970,2022,2,Flat,175500,14 Bridge Street
5278,New Development,1988,6,2332,2014,5,Semi-detached,388160,60 Magnolia Row
5279,City Centre,1963,5,2123,2012,4,Flat,388450,111 Queen Avenue
5280,New Development,1934,5,1641,2022,5,Semi-detached,288330,104 Silverleaf Way
5281,City Centre,1911,2,986,2022,2,Bungalow,177900,28 Albert Walk
5282,University,1946,5,1574,2020,5,Flat,295360,163 Freshers Row
5283,Old Town,1989,1,757,2021,1,Terraced,90700,84 Bell Tower Street
5284,New Development,1954,6,2447,2011,6,Flat,408110,18 Aspen Gardens
5285,New Development,2019,2,972,2020,2,Semi-detached,156360,2 Rosehip Road
5286,City Centre,2011,4,1521,2014,4,Semi-detached,288150,183 Clock Tower Road
5287,University,1968,6,2155,2014,5,Terraced,386700,8 Library Lane
5288,University,1982,2,910,2011,2,Terraced,157400,158 Study Mews
5289,New Development,1990,3,1274,2015,3,Terraced,210620,107 Willow Heights
5290,City Centre,1937,4,1392,2016,4,Flat,268800,161 Victoria Parade
5291,City Centre,1928,3,1435,2010,3,Semi-detached,260250,162 Grand Arcade
5292,Old Town,1911,6,2541,2012,6,Semi-detached,344100,157 Chapel Walk
5293,University,1918,4,1789,2013,4,Flat,310460,68 Lab Street
5294,Old Town,1908,5,1601,2011,5,Semi-detached,235100,22 Abbey Lane
5295,University,1981,2,979,2019,2,Flat,167060,68 Study Mews
5296,New Development,1928,6,2375,2020,6,Detached,398750,199 Blossom Rise
5297,New Development,1902,1,738,2014,1,Detached,110940,68 Aspen Gardens
5298,City Centre,1986,4,1232,2022,4,Terraced,244800,80 Union Street
5299,City Centre,1929,4,1748,2013,4,Detached,322200,149 Albert Walk
5300,City Centre,2009,6,1827,2020,6,Detached,364050,47 Station Road
5301,University,1957,6,2154,2011,5,Flat,386560,123 Lab Street
5302,City Centre,1987,3,1489,2020,3,Semi-detached,268350,175 High Street
5303,New Development,1952,5,2181,2010,4,Terraced,353530,26 Lavender Park
5304,Old Town,2000,3,1499,2017,2,Bungalow,189900,199 Market Cross Road
5305,New Development,2000,3,1140,2011,3,Terraced,193200,101 Dahlia Court
5306,New Development,1903,5,1695,2013,5,Terraced,295350,160 Bluebell View
5307,University,1956,1,672,2021,1,Semi-detached,102360,189 Union Street
5308,Old Town,1953,3,1278,2019,3,Terraced,172800,24 Butcher’s Row
5309,New Development,1927,3,1333,2014,3,Detached,218290,98 Sycamore Way
5310,University,1915,4,1855,2011,4,Flat,319700,74 Library Lane
5311,University,1912,5,1668,2019,5,Detached,308520,177 Research Boulevard
5312,Old Town,1971,2,937,2018,2,Semi-detached,123700,12 Heritage Close
5313,University,1955,1,771,2011,1,Flat,122940,171 Lecture Hall Lane
5314,City Centre,1952,1,642,2015,1,Terraced,111300,155 Clock Tower Road
5315,University,1947,5,2082,2016,5,Terraced,366480,178 Research Boulevard
5316,University,1924,6,2173,2015,6,Semi-detached,372490,76 Research Boulevard
5317,University,1965,6,2316,2020,5,Bungalow,409240,170 Alumni Grove
5318,City Centre,1929,4,1438,2020,4,Flat,275700,117 Union Street
5319,University,2003,4,1741,2021,4,Detached,321150,177 Seminar Terrace
5320,City Centre,1902,5,1736,2022,5,Semi-detached,335400,131 Parliament Street
5321,New Development,1922,4,1316,2013,4,Detached,231080,9 Ivy Boulevard
5322,City Centre,1928,1,724,2010,1,Semi-detached,123600,122 College Crescent
5323,New Development,1940,1,575,2011,1,Bungalow,89750,63 Blossom Rise
5324,City Centre,1993,2,943,2021,2,Detached,171450,86 Cathedral Row
5325,New Development,1910,6,2287,2019,6,Semi-detached,387310,105 Bluebell View
5326,University,1920,5,2089,2021,5,Bungalow,346570,144 Alumni Grove
5327,New Development,1990,3,1484,2019,2,Terraced,232920,78 Rosehip Road
5328,University,1923,6,2733,2021,6,Flat,472620,170 Campus Avenue
5329,University,2015,3,1521,2015,3,Terraced,273150,69 Varsity Place
5330,New Development,1994,2,1019,2017,1,Flat,157470,118 Cedar Crescent
5331,City Centre,1993,2,1113,2012,2,Detached,196950,176 Castle Lane
5332,University,1964,4,1635,2016,4,Flat,288900,112 Academic Crescent
5333,Old Town,1900,2,1069,2018,2,Terraced,136900,125 Mill Street
5334,City Centre,1953,2,940,2013,2,Flat,171000,131 Castle Lane
5335,City Centre,1971,3,1369,2020,3,Bungalow,250350,139 Victoria Parade
5336,University,2011,4,1505,2016,4,Detached,270700,107 Lab Street
5337,New Development,2005,2,983,2016,2,Bungalow,157790,153 Rosehip Road
5338,City Centre,1933,6,2340,2022,6,Detached,441000,93 College Crescent
5339,Old Town,1979,2,1209,2021,2,Detached,150900,126 Manor Row
5340,University,1990,4,1679,2019,4,Flat,295060,56 Campus Avenue
5341,University,1967,5,1897,2018,5,Semi-detached,321610,181 Library Lane
5342,University,1982,4,1434,2012,3,Flat,270100,148 Lecture Hall Lane
5343,City Centre,1928,3,1434,2020,3,Semi-detached,260100,115 Clock Tower Road
5344,University,2004,5,1816,2010,5,Flat,329240,49 Scholar’s Walk
5345,New Development,1902,6,2312,2017,6,Detached,390560,41 Poppy Crescent
5346,New Development,1910,1,735,2013,1,Terraced,110550,182 Horizon Close
5347,University,1907,4,1853,2011,3,Bungalow,314420,170 Research Boulevard
5348,City Centre,1961,3,1426,2014,2,Detached,253900,130 George Square
5349,City Centre,2002,6,1833,2013,6,Bungalow,364950,191 Grand Arcade
5350,New Development,1932,5,1471,2010,5,Detached,266230,127 Silverleaf Way
5351,New Development,1907,6,2410,2021,6,Terraced,403300,175 Rosehip Road
5352,Old Town,1924,4,1617,2016,4,Bungalow,221700,102 Castle View
5353,Old Town,1987,2,1039,2013,1,Detached,128900,77 Church Road
5354,Old Town,1925,4,1944,2017,4,Bungalow,254400,163 Castle View
5355,University,1925,1,669,2018,1,Semi-detached,101970,71 Alumni Grove
5356,New Development,1916,4,1858,2017,4,Semi-detached,301540,177 Bluebell View
5357,New Development,1990,5,1748,2010,5,Flat,302240,19 Magnolia Row
5358,City Centre,1928,5,2291,2017,5,Semi-detached,418650,68 Exchange Place
5359,University,1942,4,1750,2014,4,Bungalow,305000,14 Graduation Way
5360,New Development,2002,5,1523,2010,5,Flat,272990,31 Bluebell View
5361,City Centre,1972,2,958,2018,2,Flat,173700,52 Prince’s Gate
5362,New Development,1977,6,2775,2018,5,Detached,445750,61 Primrose Avenue
5363,University,1904,4,1958,2016,4,Semi-detached,334120,68 Research Boulevard
5364,New Development,1949,2,1060,2016,2,Detached,167800,105 Chestnut Mews
5365,City Centre,1993,6,2306,2020,6,Terraced,435900,12 Exchange Place
5366,New Development,1955,6,2272,2010,6,Detached,385360,140 Rosehip Road
5367,University,1962,2,1044,2018,2,Flat,165720,128 Professor’s Close
5368,University,1956,3,1279,2010,3,Terraced,211270,48 Lab Street
5369,Old Town,2018,4,1842,2022,4,Terraced,244200,196 Heritage Close
5370,New Development,1991,6,2373,2021,6,Terraced,398490,8 Horizon Close
5371,City Centre,1944,6,1910,2016,6,Terraced,376500,27 Albert Walk
5372,City Centre,1936,5,2064,2018,4,Bungalow,379600,84 Crown Street
5373,City Centre,1971,6,2249,2018,5,Semi-detached,422350,96 Castle Lane
5374,New Development,1978,2,969,2014,2,Semi-detached,155970,164 Rosehip Road
5375,University,2017,6,2770,2021,5,Flat,472800,102 Scholar’s Walk
5376,City Centre,1991,3,1316,2022,3,Semi-detached,242400,141 Market Lane
5377,Old Town,1935,4,1209,2015,4,Bungalow,180900,166 Pillory Hill
5378,University,1932,4,1552,2011,3,Flat,272280,103 Campus Avenue
5379,City Centre,1905,6,2498,2011,6,Semi-detached,464700,66 Crown Street
5380,New Development,2019,1,654,2019,1,Bungalow,100020,110 Poppy Crescent
5381,Old Town,2014,1,748,2018,1,Semi-detached,89800,186 Castle View
5382,City Centre,1975,2,900,2022,2,Detached,165000,13 Cathedral Row
5383,Old Town,1970,1,767,2010,1,Flat,91700,193 Cross Keys Way
5384,University,1944,2,943,2019,2,Bungalow,162020,62 Alumni Grove
5385,City Centre,1991,5,1812,2021,5,Terraced,346800,96 College Crescent
5386,New Development,1906,2,957,2021,2,Bungalow,154410,47 Cedar Crescent
5387,Old Town,2004,1,730,2014,1,Terraced,88000,38 School House Lane
5388,City Centre,1964,6,2753,2016,6,Bungalow,502950,156 George Square
5390,University,1923,1,699,2019,1,Terraced,112860,37 Library Lane
5391,City Centre,1944,2,943,2015,2,Detached,171450,81 Union Street
5392,University,1960,3,1056,2015,3,Flat,192840,87 Research Boulevard
5393,Old Town,1918,4,1505,2015,4,Terraced,210500,40 Abbey Lane
5394,University,2016,1,637,2022,1,Terraced,78700,42 Faculty Court
5395,Old Town,1931,2,811,2017,2,Terraced,111100,174 Heritage Close
5396,Old Town,1929,5,1881,2016,5,Detached,263100,180 Market Cross Road
5397,University,1964,1,673,2014,1,Terraced,109220,178 College Road
5398,City Centre,1931,1,769,2019,1,Semi-detached,130350,115 Parliament Street
5399,University,1956,4,1429,2011,4,Semi-detached,260060,196 Library Lane
5400,University,1919,2,1067,2019,2,Bungalow,179380,6 Scholar’s Walk
5401,City Centre,1984,3,1398,2015,3,Terraced,254700,188 Merchant Street
5402,City Centre,1982,5,2234,2019,5,Detached,410100,182 Union Street
5403,New Development,1993,2,982,2014,2,Flat,157660,97 Blossom Rise
5404,Old Town,2013,5,2230,2013,4,Terraced,293000,2 Manor Row
5405,City Centre,1991,1,728,2019,1,Terraced,124200,124 Prince’s Gate
5406,University,1995,4,1828,2020,3,Bungalow,310920,11 Alumni Grove
5407,Old Town,1929,4,2079,2014,4,Bungalow,267900,62 Stable Mews
5408,Old Town,1986,6,2163,2018,6,Flat,306300,186 Stable Mews
5409,University,1990,3,1326,2021,3,Bungalow,230640,141 Scholar’s Walk
5410,City Centre,2000,4,1528,2022,4,Detached,289200,120 Station Road
5411,Old Town,1958,1,777,2011,1,Detached,92700,114 Mill Street
5412,Old Town,1989,3,1691,2015,3,Semi-detached,214100,138 Town Gate
5413,Old Town,1961,2,1073,2020,1,Flat,132300,15 Town Gate
5414,Old Town,1966,4,1278,2018,4,Flat,187800,171 Church Road
5415,University,1930,3,1168,2021,2,Flat,156800,70 Professor’s Close
5416,University,1965,1,758,2019,1,Flat,121120,67 Lecture Hall Lane
5417,City Centre,2021,6,1857,2022,6,Bungalow,368550,120 Merchant Street
5418,City Centre,1953,5,1750,2014,5,Flat,337500,159 Union Street
5419,University,1909,5,1741,2021,5,Semi-detached,249100,71 Professor’s Close
5420,Old Town,1937,1,696,2020,1,Detached,84600,193 Church Road
5421,Old Town,1982,1,713,2015,1,Terraced,86300,57 Cobbler’s Alley
5422,University,1930,5,1428,2019,5,Flat,274920,172 College Road
5423,University,1928,6,1742,2021,6,Flat,333880,94 Exam Square
5424,New Development,1924,3,1074,2013,3,Semi-detached,184620,17 Birch Grove
5425,Old Town,1931,5,1554,2014,4,Semi-detached,225400,173 Stable Mews
5426,New Development,1916,1,701,2017,1,Flat,106130,45 Chestnut Mews
5427,New Development,2014,4,1639,2021,4,Bungalow,273070,183 Cedar Crescent
5428,New Development,1944,2,1101,2010,2,Bungalow,173130,125 Magnolia Row
5429,University,1948,6,2366,2010,6,Terraced,444900,103 Scholar’s Walk
5430,New Development,1986,6,2025,2019,6,Flat,353250,108 Chestnut Mews
5431,Old Town,1917,4,1646,2013,4,Detached,224600,67 Town Gate
5432,University,1974,4,1811,2022,4,Flat,313540,152 Varsity Place
5433,University,2022,1,689,2022,1,Semi-detached,83900,5 Faculty Court
5434,University,1951,5,1822,2012,5,Flat,330080,32 Exam Square
5435,City Centre,1919,3,1158,2014,3,Detached,218700,36 Cathedral Row
5436,University,1961,6,1959,2020,6,Flat,383850,87 Dean’s View
5437,Old Town,1912,6,2406,2019,6,Terraced,330600,40 Cross Keys Way
5438,City Centre,1987,4,1599,2017,4,Semi-detached,299850,111 Merchant Street
5439,University,1942,5,2390,2010,4,Terraced,404600,115 Exam Square
5440,City Centre,1983,6,1997,2014,6,Semi-detached,389550,33 Union Street
5441,University,2014,3,1414,2014,3,Semi-detached,228820,136 Lecture Hall Lane
5442,New Development,2005,4,1677,2011,4,Bungalow,278010,144 Aspen Gardens
5443,University,1991,3,1287,2022,3,Terraced,238050,156 Study Mews
5444,Old Town,1998,5,1791,2014,5,Flat,254100,4 Manor Row
5445,New Development,1920,6,2380,2017,5,Bungalow,394400,49 Magnolia Row
5446,University,1905,2,1054,2019,2,Terraced,177560,50 Research Boulevard
5447,Old Town,1970,6,2261,2016,5,Detached,311100,94 The Green
5448,City Centre,1992,5,2006,2021,5,Semi-detached,375900,44 High Street
5449,Old Town,1952,6,2211,2011,6,Bungalow,311100,151 Town Gate
5450,Old Town,1986,6,1708,2022,6,Flat,260800,154 Pillory Hill
5451,Old Town,1951,1,704,2015,1,Terraced,85400,123 Friar’s Court
5452,Old Town,1968,6,2119,2019,6,Terraced,301900,3 Church Road
5453,City Centre,1985,6,2784,2022,6,Detached,507600,95 Bridge Street
5454,City Centre,1908,3,1395,2020,3,Flat,254250,193 Albert Walk
5455,New Development,1995,2,1020,2020,1,Bungalow,157600,20 Poppy Crescent
5456,University,2017,3,1369,2017,3,Semi-detached,222970,96 Study Mews
5457,University,1973,3,1147,2019,3,Bungalow,205580,55 Campus Avenue
5458,University,1945,4,1478,2019,4,Detached,266920,20 Alumni Grove
5459,New Development,2006,1,683,2012,1,Detached,103790,115 Rosehip Road
5460,New Development,2012,3,1358,2020,3,Bungalow,221540,92 Birch Grove
5461,Old Town,1991,5,1791,2020,5,Bungalow,254100,136 Friar’s Court
5462,New Development,1974,5,1775,2015,5,Detached,305750,147 Cedar Crescent
5463,University,1970,6,1880,2018,6,Terraced,353200,66 Freshers Row
5464,New Development,1929,4,1605,2010,4,Terraced,268650,1 Cedar Crescent
5465,Old Town,1942,1,708,2021,1,Flat,85800,22 Mill Street
5466,University,2008,1,721,2015,1,Flat,115940,175 Professor’s Close
5467,City Centre,1958,6,1991,2011,6,Detached,388650,164 High Street
5468,New Development,2014,5,1993,2018,5,Terraced,334090,152 Poppy Crescent
5469,City Centre,1937,2,896,2022,2,Bungalow,164400,71 George Square
5470,University,1933,4,1556,2011,4,Flat,277840,146 Seminar Terrace
5471,New Development,1945,6,2290,2021,6,Terraced,387700,64 Lavender Park
5472,City Centre,1991,4,1548,2012,3,Semi-detached,287200,180 Exchange Place
5473,New Development,1931,5,1510,2021,4,Semi-detached,266300,142 Aspen Gardens
5474,City Centre,1915,5,1539,2011,4,Semi-detached,300850,187 Market Lane
5475,City Centre,1938,2,1022,2020,2,Detached,183300,115 Exchange Place
5476,University,1900,2,1058,2013,2,Detached,178120,83 Dean’s View
5477,New Development,1997,1,717,2013,1,Semi-detached,108210,161 Dahlia Court
5478,University,2004,4,1721,2019,4,Detached,318150,154 Exam Square
5479,New Development,1956,4,1544,2010,4,Terraced,260720,186 Lavender Park
5480,New Development,1986,5,2085,2017,4,Detached,341050,93 Sycamore Way
5481,Old Town,2013,1,717,2014,1,Semi-detached,86700,148 Stable Mews
5482,University,2016,6,2008,2021,6,Bungalow,371120,138 Study Mews
5483,University,1919,4,1703,2017,4,Detached,281390,166 Lab Street
5484,New Development,1981,1,715,2022,1,Semi-detached,107950,74 Cedar Crescent
5485,New Development,1981,1,784,2015,1,Terraced,116920,155 Lavender Park
5486,University,1941,5,2245,2011,4,Semi-detached,384300,159 Varsity Place
5487,University,2003,1,695,2016,1,Flat,112300,33 Graduation Way
5488,New Development,1984,2,958,2019,2,Semi-detached,154540,69 Willow Heights
5489,University,1971,2,1156,2018,2,Terraced,191840,3 Union Street
5490,Old Town,1933,3,1383,2016,2,Bungalow,178300,38 Church Road
5491,University,1949,5,1856,2020,5,Terraced,334840,172 Lecture Hall Lane
5492,Old Town,1910,6,1603,2014,6,Semi-detached,250300,120 Cross Keys Way
5493,Old Town,2006,3,1187,2013,3,Detached,163700,100 Friar’s Court
5494,Old Town,2014,2,917,2020,1,Semi-detached,116700,40 Town Gate
5495,University,1942,3,1278,2017,3,Semi-detached,236700,187 Graduation Way
5496,University,1909,5,2055,2015,5,Terraced,362700,186 Campus Avenue
5497,New Development,1907,5,2093,2022,5,Terraced,347090,40 Primrose Avenue
5498,Old Town,2010,1,775,2014,1,Flat,92500,180 Abbey Lane
5499,University,1971,4,1786,2016,4,Terraced,292180,195 Professor’s Close
5500,Old Town,1918,1,635,2020,1,Terraced,78500,127 Stable Mews
5501,University,1964,5,2158,2012,5,Flat,355540,24 Scholar’s Walk
5502,City Centre,1954,2,1173,2018,2,Bungalow,205950,139 Cathedral Row
5503,Old Town,1951,6,2705,2013,6,Bungalow,360500,90 Church Road
5504,University,1902,2,879,2021,2,Bungalow,161850,167 College Road
5506,University,1943,6,2488,2017,6,Flat,438320,6 Varsity Place
5507,New Development,1995,5,1610,2015,5,Terraced,284300,102 Oak Lane
5508,Old Town,1947,2,828,2020,2,Bungalow,112800,10 Chapel Walk
5509,City Centre,1953,5,1978,2010,4,Bungalow,366700,89 High Street
5510,New Development,1915,6,1997,2011,5,Terraced,344610,195 Cedar Crescent
5511,University,1929,6,1711,2018,6,Flat,329540,61 Exam Square
5512,New Development,2012,2,1123,2015,2,Flat,175990,194 Maple Drive
5513,New Development,1991,5,1941,2016,5,Bungalow,327330,190 Bluebell View
5514,University,1927,3,1222,2020,3,Terraced,216080,104 Graduation Way
5515,University,1915,5,1659,2018,5,Flat,307260,62 Faculty Court
5516,University,2004,6,2252,2012,6,Detached,405280,29 Alumni Grove
5517,City Centre,2017,5,2029,2017,5,Detached,379350,9 Market Lane
5518,New Development,1950,1,716,2014,1,Bungalow,108080,46 Maple Drive
5519,University,1932,3,1072,2019,3,Flat,195080,196 Academic Crescent
5520,New Development,1924,4,1695,2016,4,Semi-detached,280350,72 Dahlia Court
5521,New Development,1917,1,735,2022,1,Bungalow,110550,6 Dahlia Court
5522,City Centre,1925,4,1531,2011,4,Terraced,289650,173 Grand Arcade
5523,New Development,1905,2,1104,2013,2,Semi-detached,173520,114 Birch Grove
5524,City Centre,1937,4,1430,2020,4,Semi-detached,274500,188 Crown Street
5525,University,1943,5,2223,2013,5,Flat,386220,69 Professor’s Close
5526,University,1966,4,1626,2021,4,Semi-detached,287640,1 Professor’s Close
5527,New Development,1942,6,2051,2017,6,Detached,356630,63 Rosehip Road
5528,City Centre,1905,1,684,2019,1,Semi-detached,117600,116 Parliament Street
5529,City Centre,1977,1,750,2012,1,Flat,127500,1 Exchange Place
5530,Old Town,1963,4,1647,2011,4,Detached,224700,103 Abbey Lane
5531,Old Town,1981,1,732,2018,1,Flat,88200,97 School House Lane
5532,University,1979,6,2522,2021,6,Flat,443080,127 Lab Street
5533,University,1987,1,674,2020,1,Bungalow,109360,56 Varsity Place
5534,Old Town,1912,4,1625,2013,4,Terraced,222500,105 School House Lane
5535,City Centre,1964,3,1266,2018,2,Semi-detached,229900,187 Castle Lane
